Id,IngestType,IngestionSequence,DataProvider,OriginalRecord,isShownAt,Object
6e06d27e74df313be5348cdc58aca992,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/6e06d27e74df313be5348cdc58aca992.json,https://www.loc.gov/item/2003683401/,http://cdn.loc.gov/service/gmd/gmd388/g3883/g3883h/cwh00292.gif,1867.
76ed3e57d127ada943b9682a9d658fe1,item,999999,,http://ldp.staging.dp.la/ldp/original_record/76ed3e57d127ada943b9682a9d658fe1.json,https://www.loc.gov/item/gm71005422/,http://cdn.loc.gov/service/gmd/gmd380/g3804/g3804w/ar105500.gif,"Scale ca. 1:84,000. Hand colored. Relief shown by hachures. LC Copy 1 on verso: Plan of operations at New York. LC Maps of North America, 1750-1789, 1055 Available also through the Library of Congress Web site as a raster image. Vault AACR2: 100; 651/1; 651/2; 650/3; 700/1"
b33293d84343bdfe5bfa49f51572877e,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/b33293d84343bdfe5bfa49f51572877e.json,https://www.loc.gov/item/73694691/,http://cdn.loc.gov/service/gmd/gmd373/g3734/g3734h/pm002442.gif,"Perspective map not drawn to scale. Includes illus. and index to points of interest. LC Panoramic maps (2nd ed.), 244.2 Available also through the Library of Congress Web site as a raster image. AACR2"
328230704298c06c7676c754b1770535,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/328230704298c06c7676c754b1770535.json,https://www.loc.gov/item/99447403/,http://cdn.loc.gov/service/gmd/gmd384/g3844/g3844b/cw0259000.gif,"Scale ca. 1:18,500. LC Civil War Maps (2nd ed.), 259 Another edition. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
8aeff6265f33e439adfa7c0542896b08,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/8aeff6265f33e439adfa7c0542896b08.json,https://www.loc.gov/item/99447013/,http://cdn.loc.gov/service/gmd/gmd370/g3700/g3700/cw0007000.gif,"Scale ca. 1:7,900,000. LC Civil War Maps (2nd ed.), 7 ""No 3"" in upper left corner. Forts are marked by red flags. Indicates railroads, towns, names and boundaries of states and territories, rivers, and canals. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
b0c6f1ed2e2c3b61b1b6c5c9b05a6143,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/b0c6f1ed2e2c3b61b1b6c5c9b05a6143.json,https://www.loc.gov/item/99447068/,http://cdn.loc.gov/service/gmd/gmd370/g3701/g3701s/cw0023000.gif,"Scale not given. LC Civil War Maps (2nd ed.), 23 Another issue. c1862. From Taylor, Hudson. The historical war map. Washington, [1863] 72 p. Similar to the preceding issue (Civil War Maps entry no. 22). Includes inset maps entitled ""South-east Virginia,"" ""North-east Virginia,"" ""Vicksburg and vicinity,"" and ""Charleston and vicinity."" Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
f93a2c301356bec4aa9789dad6bd86b6,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/f93a2c301356bec4aa9789dad6bd86b6.json,https://www.loc.gov/item/gm71000625/,http://cdn.loc.gov/service/gmd/gmd376/g3762/g3762b/ar094300.gif,"Scale ca. 1:24,000. Title from William Faden's Catalogue of a curious and valuable collection of original maps and plans. 1862. Manuscript, pen-and-ink and watercolor. Relief shown by shading and hachures. Depths shown by soundings. Oriented with north toward the upper left. Available also through the Library of Congress Web site as a raster image. LC Maps of North America, 1750-1789, 943 AACR2: 100; 650/1; 650/2; 651/3; 651/4; 651/5; 650/6"
ec49aea7d538aa8354cbcbb34485ab42,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/ec49aea7d538aa8354cbcbb34485ab42.json,https://www.loc.gov/item/74695809/,http://cdn.loc.gov/service/gmd/gmd5/g5104/g5104r/ar203900.gif,[1776]
0a5b9e1e98d7080613ae4091fa73e4ed,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/0a5b9e1e98d7080613ae4091fa73e4ed.json,https://www.loc.gov/item/2005625013/,http://cdn.loc.gov/service/gmd/gmd388/g3882/g3882j/cwh00100.gif,[186-]
5b761db948338c80b34fa03b4ac39d87,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/5b761db948338c80b34fa03b4ac39d87.json,https://www.loc.gov/item/87694061/,http://cdn.loc.gov/service/gmd/gmd385/g3851/g3851e/cw0679000.gif,"Shows Civil War hospitals and fortifications. Panel title. Includes text, directory of committee members, and ill. Descriptive index to points of interest and directories on verso. ""35."" LC Civil War maps (2nd ed.) 679 Available also through the Library of Congress Web site as a raster image. LC copy laminated with tissue paper. Phillips. Washington 542 DCP"
22d543a56bbbd6288609de83b61edd58,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/22d543a56bbbd6288609de83b61edd58.json,https://www.loc.gov/item/2009581111/,http://cdn.loc.gov/service/gmd/gmd370m/g3701m/g3701sm/gcw0098000/ca000001.gif,"Relief shown by contours, shading, and hachures on some maps. ""This volume will contain over seven hundred maps, showing all the battle-fields from 1861-to 1865."" ""Entered according to Act of Congress in the year 1892, by J.A. Caldwell, in the office of the Librarian of Congress, at Washington."" This atlas comprises the first 40 plates of the U.S. War Department's Atlas to Accompany the Official Records of the Union and Confederate Armies, 1891-5. (Entry no. 99). Listed in C. E. Le Gear's A List of Geographical Atlases in the Library of Congress (Washington, Library of Congress, 1973), v. 7, no. 10683. LC Civil War Maps (2nd ed.), 98 Phillips, 1349 Description derived from published bibliography. LC copy imperfect: Torn at some sheet edges. Includes index. Available also through the Library of Congress web site as raster image."
3dfddb7097fb0e3846efad2d981aa954,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/3dfddb7097fb0e3846efad2d981aa954.json,https://www.loc.gov/item/75694899/,http://cdn.loc.gov/service/gmd/gmd390/g3904/g3904g/pm006620.gif,"Perspective map not drawn to scale. ""Looking north-east."" LC Panoramic maps (2nd ed.), 662 Available also through the Library of Congress Web site as a raster image. Includes illus., index to points of interest, and directory. AACR2"
f70b21795653d9d251cfba65b44bdabd,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/f70b21795653d9d251cfba65b44bdabd.json,https://www.loc.gov/item/79696049/,http://cdn.loc.gov/service/gmd/gmd388/g3884/g3884r/cw0642000.gif,"[S.l. : s.n., 1864]"
6a4e66fee5e87b355bf4ff233f1293e9,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/6a4e66fee5e87b355bf4ff233f1293e9.json,https://www.loc.gov/item/gm71000670/,http://cdn.loc.gov/service/gmd/gmd381/g3814/g3814p/ar127400.gif,[1777]
0b1dc718252627449b2ba6344dfdf1ae,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/0b1dc718252627449b2ba6344dfdf1ae.json,https://www.loc.gov/item/2010593374/,http://cdn.loc.gov/service/gmd/gmd5/g5084/g5084f/ar205200.gif,"Also shows Bay and Cul de Sac Royal. Relief shown by hachures. Depths shown by soundings. Differs slightly from the map of Fort Royal in London Magazine, April 1762, v. 31. LC Maps of North America, 1750-1789, 2052 Available also through the Library of Congress Web site as a raster image. Inset: Port du Carenage."
207d5d718c755ea8c544ab2b67e18504,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/207d5d718c755ea8c544ab2b67e18504.json,https://www.loc.gov/item/75694640/,http://cdn.loc.gov/service/gmd/gmd414/g4144/g4144m/pm003920.gif,"Madison, Wis., Ruger & Stoner [1870]"
1268b66fbdb44afa8ae4b0bccfb67eb0,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/1268b66fbdb44afa8ae4b0bccfb67eb0.json,https://www.loc.gov/item/73693498/,http://cdn.loc.gov/service/gmd/gmd374/g3744/g3744g/pm004790.gif,"Madison, Wis., J. J. Stoner [1877]"
803157a2d0bc27d04087a89efa1cf251,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/803157a2d0bc27d04087a89efa1cf251.json,https://www.loc.gov/item/74692581/,http://cdn.loc.gov/service/gmd/gmd382/g3820/g3820/ct000360.gif,"Scale ca. 1:600,000. Title from verso. Manuscript, pen-and-ink. Relief shown pictorially. The title, land tract boundaries with owners' initials, and some place names have been identified as annotations by George Washington made ca. 1780. The author and date of the manuscript map is not known; reference sources indicate between 1758 and 1771. Phillips. Maps of America p. 713 LC Maps of North America, 1750-1789, 1332 Shows Ohio River watershed in Pennsylvania and West Virginia. Available also through the Library of Congress Web site as a raster image. Vault AACR2: 100; 440/1; 651/1; 651/2; 651/3; 651/4; 651/6; 700/1"
4d7f7aeefbacbd96d4c70398e85550b9,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/4d7f7aeefbacbd96d4c70398e85550b9.json,https://www.loc.gov/item/2007630413/,http://cdn.loc.gov/service/gmd/gmd382/g3822/g3822g/cw0351100.gif,"""Copyright Jan. 18, 1901. C 476 H"" in pencil in lower margin. Photograph of a relief model entitled ""Relief map of the battlefield of Gettysburg as it was in 1863."" Description derived from published bibliography. LC Civil War maps (2nd ed.), 351.1 Available also through the Library of Congress Web site as a raster image."
a419a41e53a729e584f973d9adbb55cb,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/a419a41e53a729e584f973d9adbb55cb.json,https://www.loc.gov/item/75694609/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764w/pm003290.gif,"Troy, N.Y., 1889."
eab9cd184c151aea7b3b42ffcbf911ba,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/eab9cd184c151aea7b3b42ffcbf911ba.json,https://www.loc.gov/item/75693030/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824h/pm007870.gif,"Morrisville, Pa., T. M. Fowler & James B. Moyer [1901]"
0827021374765b693b53229900c26d2b,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/0827021374765b693b53229900c26d2b.json,https://www.loc.gov/item/gm72003591/,http://cdn.loc.gov/service/gmd/gmd381/g3814/g3814p/ar124900.gif,[1777?]
fb159c321f8937945cc71a885a7e08fb,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/fb159c321f8937945cc71a885a7e08fb.json,https://www.loc.gov/item/75694557/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764b/pm002780.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 278 Available also through the Library of Congress Web site as a raster image. Indexed for points of interest. AACR2"
26d0d81a981a3b4119496da9090391e6,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/26d0d81a981a3b4119496da9090391e6.json,https://www.loc.gov/item/74692128/,http://cdn.loc.gov/service/gmd/gmd375/g3754/g3754b/ar087700.gif,"Scale ca. 1:127,000. Manuscript, pen-and-ink. Has watermark. Inscription above the plan: His Excellency Benning Wentworth, Esqr., a tract as marked in the plan B.W. to contain five hundred acres which is to be accounted two shares. Granted by B. Wentworth in 1761 ... Note below plan: There is no B.W. marked in the plan of Bernard on the charter records of the state of New Hampshire. Certification below plan: Secretary's office, Concord, N.H., May 1809: I hereby certify the above plan to be a true copy from the charter records of this state. Philip Carrigain, sectry. LC Maps of North America, 1750-1789, 877 Available also through the Library of Congress Web site as a raster image. Vault AACR2"
16db67c8e393dede18adaf384f6cabcb,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/16db67c8e393dede18adaf384f6cabcb.json,https://www.loc.gov/item/00558784/,http://cdn.loc.gov/service/gmd/gmd388/g3881/g3881s/ar300600.gif,[1781]
48e69a895fb10f7282478bb6f2fa2d3f,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/48e69a895fb10f7282478bb6f2fa2d3f.json,https://www.loc.gov/item/gm71005421/,http://cdn.loc.gov/service/gmd/gmd381/g3811/g3811s/ar126900.gif,"London, 1777."
b559db6807d823a44dfe8115ef884e99,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/b559db6807d823a44dfe8115ef884e99.json,https://www.loc.gov/item/2012592346/,http://cdn.loc.gov/service/gmd/gmd402/g4024/g4024g/pm020511.gif,"Bird's-eye view of the Indian Territory. ""The city of Guthrie was nine months old when the original sketch for this lithograph was made."" Copy imperfect: Stained along fold lines. Includes text, list to points of interest and ill. Available also through the Library of Congress Web site as a raster image. Acquisitions control no.: 2012-122"
182865de53e69f03c3ef4ec4262c8d85,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/182865de53e69f03c3ef4ec4262c8d85.json,https://www.loc.gov/item/2006635253/,http://cdn.loc.gov/service/gmd/gmd388/g3880/g3880/cws00174.gif,"Relief shown by hachures. LC Civil War maps (2nd ed.), S174 Available also through the Library of Congress Web site as a raster image. Portion of an unidentified printed map, extending from Hagerstown south to Warrenton, and Strasburg east to Leesburg. In pencil in lower left corner: 106. Mounted on paper."
224f672638a37fd7ba34544a8aec9616,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/224f672638a37fd7ba34544a8aec9616.json,https://www.loc.gov/item/99446366/,http://cdn.loc.gov/service/gmd/gmd388/g3884/g3884r/cw0632600.gif,"Scale ca. 1:920,000. LC Civil War Maps (2nd ed.), 632.6 General map centered on Richmond, Virginia. The map is printed in blue ink. Insets: Ninety miles around Nashville, Tenn.-Ninety miles around Harrisburg, Pa.-Ninety miles around Vicksburg, Miss.-Ninety miles around Baton Rouge, La. Each inset 17 x 17 cm. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
9399ad54aaddd2f925d4a29bac9b5ed4,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/9399ad54aaddd2f925d4a29bac9b5ed4.json,https://www.loc.gov/item/98688410/,http://cdn.loc.gov/service/gmd/gmd386/g3866/g3866p/rr001400.gif,"Map includes part of west Florida and shows drainage, place names, roads, and railroads."
e87a1e1c2efeadc7f89a27af5fa715ea,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/e87a1e1c2efeadc7f89a27af5fa715ea.json,https://www.loc.gov/item/99447071/,http://cdn.loc.gov/service/gmd/gmd370/g3702/g3702c/cw0025000.gif,"Scale not given. LC Civil War Maps (2nd ed.), 25 Lower right corner of the copy is wanting. ""This sketch was prepared to show at a glance the difference in extent of the coasts of the U. States occupied by the loyal men and rebels; its circulation it is believed will have the effect of counteracting the exertions of traitors at home as well as those abroad. Persons having correspondents in Europe would do well to send copies of this sketch to them for circulation. The figures ... show the depth of water. Geo. W. Blunt."" ""Loyal part"" of the coast is distinguished by a heavy line and the ""rebel part"" by a thin line. Principal coastal features are named. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
